label,x_org,y_org,z_org,x_sim,y_sim,z_sim,error,distance,method
57,734277.0625,4050860,2951.93115234375,734276.625,4050858.25,2951.853271484375,1.8055391655283992,1546.0033385325876,Proposed Method
81,733096.9375,4050838.75,2499.619140625,733097.5,4050840.25,2498.881591796875,1.7636282272260673,366.334389275188,Proposed Method
5,734133.25,4051820.75,2711.876708984375,734134.4375,4051821,2713.155517578125,1.7629542448540327,1401.927756980015,Proposed Method
58,733918.125,4050583.25,2819.57763671875,733917.5,4050581.75,2819.791259765625,1.6389813318510247,1187.2202567292563,Proposed Method
54,733822.0625,4050967.25,2755.373046875,733823,4050966.25,2756.218017578125,1.6102427578286316,1091.0195946266845,Proposed Method
67,733699.875,4050734,2650.986572265625,733700.5625,4050735.25,2651.632568359375,1.5660355050701305,969.0009179834323,Proposed Method
64,733768.375,4050827.75,2716.5205078125,733769.625,4050827.75,2717.380859375,1.5174665765993633,1037.4158376066887,Proposed Method
61,733790.375,4050795,2730.62744140625,733789.25,4050794.5,2729.796142578125,1.4854907410152371,1059.423788284742,Proposed Method
22,734189.9375,4051635,2702.045654296875,734190.5625,4051635.75,2702.896728515625,1.2951649801553944,1458.694821836272,Proposed Method
71,733712.25,4050641,2664.063720703125,733712.9375,4050640.25,2664.770751953125,1.2389711209211305,981.4150491913688,Proposed Method
21,734337.75,4051672.25,2804.13037109375,734338.75,4051672.5,2804.75244140625,1.2039399792738206,1606.486284450915,Proposed Method
9,733746.9375,4051754.25,2487.59619140625,733748.0625,4051754,2487.865234375,1.1834310791228246,1015.6358391248527,Proposed Method
39,734108.4375,4051349,2745.769775390625,734107.8125,4051349.75,2745.270751953125,1.0964257344546033,1377.2684185121138,Proposed Method
20,734357.375,4051605.75,2807.509033203125,734356.5,4051605.5,2806.90185546875,1.09397888513479,1626.1338756670057,Proposed Method
74,733760.4375,4050514.5,2711.938232421875,733760.0625,4050515.25,2711.54833984375,0.9247384616619767,1029.6330065483662,Proposed Method
1,734192.375,4051998.25,2810.50634765625,734193,4051998.5,2811.027587890625,0.8513614872257876,1460.9712982387243,Proposed Method
65,733693.5625,4050826.75,2654.801513671875,733694.0625,4050826.5,2655.43408203125,0.8441816921032931,962.6390885958133,Proposed Method
73,733738.3125,4050459,2697.048828125,733738.625,4050458.75,2697.41796875,0.5444456364279088,1007.5472315619378,Proposed Method
66,733823.4375,4050589.75,2748.94189453125,733823.5625,4050590.25,2748.956787109375,0.5156033251281543,1092.5703636433302,Proposed Method
32,734367.0625,4051492.75,2860.812744140625,734367.0625,4051492.25,2860.81787109375,0.5000262849574469,1635.841050090781,Proposed Method
35,734301.125,4051178.5,2926.24560546875,734301.25,4051178.75,2926.26904296875,0.28048942298462876,1569.9734934130356,Proposed Method
37,734158.1875,4051174.25,2846.56640625,734158.125,4051174.5,2846.539306640625,0.25911510729457204,1427.050224676763,Proposed Method
3,734259.875,4051829.75,2803.965576171875,734259.9375,4051829.5,2803.9775390625,0.25797162780450433,1528.5463846572757,Proposed Method
10,733993.875,4051712.5,2604.947998046875,733993.8125,4051712.75,2604.940185546875,0.2578125,1262.602398867891,Proposed Method
33,734375.8125,4051351.25,2904.20703125,734375.8125,4051351.5,2904.2021484375,0.25004767916921394,1644.6220547970893,Proposed Method
76,733370.1875,4050697.75,2531.8564453125,733240.9375,4050794.25,2512.3173828125,162.4794985940654,639.4998465292525,Without Distortion
14,733633.625,4051571.75,2499.9130859375,733543.6875,4051537.25,2482.803466796875,97.83528490982812,902.379757939562,Without Distortion
29,733725.4375,4051311.5,2566.404296875,733633.25,4051299.25,2544.440185546875,95.55636997439925,994.3123438383811,Without Distortion
17,733268.875,4051362.75,2396.739013671875,733182.75,4051337.25,2393.473876953125,89.88006866259131,537.7536858184499,Without Distortion
19,733664.375,4051487.75,2530.825927734375,733583.3125,4051461.5,2512.927734375,87.06627781052534,933.1662845909434,Without Distortion
16,733422.5,4051503.25,2433.60986328125,733368.3125,4051483.5,2419.110595703125,59.46912153842586,691.277361221036,Without Distortion
13,733314.125,4051471,2392.595458984375,733270.8125,4051456.5,2380.201416015625,47.3268946515744,582.9238116306586,Without Distortion
18,733423.125,4051407.75,2443.749755859375,733384.5625,4051399.25,2429.20654296875,42.081129350720154,691.9642446464561,Without Distortion
15,733159.8125,4051370,2389.169677734375,733119.875,4051360.25,2382.07373046875,41.71832779302798,428.6606938809711,Without Distortion
36,733953.375,4051201.75,2690.914794921875,733917.1875,4051199,2675.954833984375,39.25427476723428,1222.2671458523616,Without Distortion
27,733312.25,4051174.5,2407.07861328125,733276.75,4051178.5,2397.316650390625,37.034388336759925,581.2907911593979,Without Distortion
63,733469.5,4050916,2531.98095703125,733438.6875,4050931.75,2519.708984375,36.71612682631091,738.62254842576306,Without Distortion
80,733335.0625,4050902.5,2480.4609375,733307.25,4050920,2469.260986328125,34.71633711240839,604.2661193288517,Without Distortion
50,733256.125,4051088.25,2402.86962890625,733224.875,4051098.25,2392.366455078125,34.451112615760465,525.2562669746014,Without Distortion
10,734019.125,4051722.25,2618.689453125,733992,4051711,2603.601806640625,33.014621025198416,1287.8486231587449,Without Distortion
28,733486.5625,4051211.5,2491.976318359375,733458.5,4051210.25,2478.21923828125,31.27816584337937,755.5132130465295,Without Distortion
25,733319.1875,4051319,2421.8935546875,733291.25,4051314.75,2410.994873046875,30.287747815803282,588.0923750581727,Without Distortion
41,734048.1875,4051442,2660.31787109375,734023.1875,4051432.5,2646.353271484375,30.1705161084486,1317.0078178527096,Without Distortion
26,733415.8125,4051286.75,2464.142822265625,733389.1875,4051284,2452.30615234375,29.26704426209487,684.7234969927529,Without Distortion
30,733519.9375,4051393,2493.51416015625,733495.6875,4051387.25,2479.8212890625,28.436239533209278,788.7742799724733,Without Distortion
24,733222.3125,4051291,2405.003173828125,733196.1875,4051289.5,2395.021484375,28.0071374713416,491.24430732825994,Without Distortion
83,733091.1875,4051055.75,2430.48583984375,733068.75,4051070.5,2423.40771484375,27.768755099313058,360.3856258459905,Without Distortion
72,733530.1875,4050600.75,2598.63330078125,733510.0625,4050614.25,2591.80078125,25.17834283953002,799.4562382366335,Without Distortion
42,733526.5,4051142.75,2518.671630859375,733505.3125,4051144,2506.064208984375,24.686428307558558,795.4796215926217,Without Distortion
53,733379.125,4050995.5,2484.3330078125,733359.75,4051005.25,2473.13720703125,24.40899588539926,648.2400655753912,Without Distortion
69,733481.8125,4050724.25,2562.765380859375,733463.5,4050737.25,2553.48974609375,24.297840573912556,751.0402084944525,Without Distortion
43,733410.125,4051083,2458.315673828125,733389.8125,4051087.5,2445.802490234375,24.278126367182747,679.189553770648,Without Distortion
79,733364.6875,4050805,2505.53466796875,733347.5,4050819,2496.05712890625,24.108793062515872,633.9387296799914,Without Distortion
9,733763.6875,4051757,2502.671630859375,733747.5625,4051753.5,2487.197265625,22.62126442988618,1032.3821003026885,Without Distortion
59,734052.25,4050615.5,2885.658447265625,734069.5625,4050610.5,2898.79345703125,22.29912863304448,1321.2983781314251,Without Distortion
11,733755.6875,4051702.25,2498.317626953125,733743,4051701.25,2480.48095703125,21.911628194908754,1024.4085635279007,Without Distortion
31,734131.5,4051498,2720.275634765625,734114.6875,4051489.5,2709.625,21.64130719621021,1400.2896037481798,Without Distortion
56,734056.625,4050737.75,2898.134033203125,734073.5625,4050734.5,2910.876953125,21.443493521003493,1325.6224034738539,Without Distortion
58,733904.4375,4050587.25,2810.69091796875,733920.8125,4050581.75,2821.714599609375,20.491758877994165,1173.5359498065159,Without Distortion
12,733955.6875,4051670,2579.98193359375,733939.9375,4051664.25,2568.576904296875,20.278059405736464,1224.4339470639713,Without Distortion
47,733655.0625,4051052.75,2604.34423828125,733638.875,4051056.75,2593.412841796875,19.938169057077587,924.0472983933067,Without Distortion
7,734097.4375,4051723.25,2673.951416015625,734083.125,4051717.5,2662.874267578125,18.98982289955356,1366.1563746475856,Without Distortion
60,733957.875,4050702.5,2835.37939453125,733972.5,4050698.5,2846.5078125,18.807772634929364,1226.9121346822146,Without Distortion
45,734304.75,4051094,2934.939697265625,734320.4375,4051090.75,2944.0908203125,18.45001922137337,1573.6229290407325,Without Distortion
62,733654.5625,4050914.25,2627.495849609375,733640.375,4050921.5,2618.41943359375,18.336547765015474,923.6097366077518,Without Distortion
77,733098.1875,4050946.5,2450.914306640625,733086.625,4050958.75,2443.78125,18.29301515027975,367.50271543161335,Without Distortion
82,733090.5,4050910,2466.892333984375,733078,4050921.75,2460.822998046875,18.197509135104976,359.85046570209636,Without Distortion
8,733902.75,4051812.75,2591.84814453125,733888.5,4051810.25,2581.188720703125,17.97041502992068,1171.4189960707777,Without Distortion
1,734180.6875,4051991.5,2803.28759765625,734193.5625,4051999.25,2811.365478515625,17.06107511788917,1449.2853618451384,Without Distortion
22,734202.75,4051643.5,2711.678466796875,734190.8125,4051635.25,2702.810791015625,17.00594249112256,1471.503273538052,Without Distortion
23,734071,4051650.5,2641.120849609375,734059.3125,4051645.25,2630.207763671875,16.830199075746556,1339.7527306000875,Without Distortion
40,733622.3125,4051172.25,2580.68212890625,733610.0625,4051172.25,2571.048828125,15.5840618563336,891.2429750227172,Without Distortion
46,734320.125,4050950,2957.750732421875,734331.6875,4050946.75,2967.047607421875,15.188343919454319,1589.037291850817,Without Distortion
20,734362.9375,4051613.75,2811.719970703125,734352.5625,4051605.5,2804.582763671875,15.05466204226865,1631.693455872011,Without Distortion
52,733639.8125,4050994.75,2599.97265625,733628.8125,4050999.5,2593.052001953125,13.83683330451207,908.8313581187656,Without Distortion
2,734237.5625,4051956.25,2824.35791015625,734247.5625,4051960.75,2832.392578125,13.594332987243517,1506.1802543175547,Without Distortion
57,734266.4375,4050860.5,2944.254150390625,734277.125,4050858.25,2952.3017578125,13.56647122381563,1535.3802663366034,Without Distortion
44,734079.5625,4051079,2773.69873046875,734068.3125,4051077.25,2766.820068359375,13.3019168699459,1348.4795577522787,Without Distortion
68,733550.8125,4050793.25,2573.601806640625,733543.625,4050801.25,2566.471435546875,12.903578890547598,819.9723674305186,Without Distortion
51,733716.125,4050956,2671.037353515625,733708,4050959.25,2663.615234375,11.474579623569308,985.1259961403335,Without Distortion
39,734112.875,4051355.75,2751.431884765625,734107.3125,4051348.25,2745.0791015625,11.293770879378913,1381.7019699415046,Without Distortion
49,733698.75,4051093.25,2631.700439453125,733690.4375,4051094.75,2624.263427734375,11.254190310938625,967.7004247495952,Without Distortion
38,734160.875,4051283.25,2811.80419921875,734153.3125,4051276.75,2806.96044921875,11.086176992656215,1429.7120204522942,Without Distortion
4,734042.4375,4051881.5,2688.654296875,734034.4375,4051880.75,2682.401611328125,10.18128560389598,1311.0786254490517,Without Distortion
32,734371.9375,4051501.5,2862.40185546875,734366.8125,4051493.25,2860.522705078125,9.892387537424224,1640.7135572825566,Without Distortion
21,734341.3125,4051679,2807.108642578125,734337.25,4051671.25,2803.706787109375,9.388238752836672,1610.0463468526837,Without Distortion
35,734292.6875,4051183,2920.968017578125,734300.25,4051179.75,2925.234375,9.271230333736073,1561.535423754028,Without Distortion
34,734255.625,4051234.5,2887.976806640625,734249.25,4051228.5,2885.2353515625,9.173668892290442,1524.4631559399393,Without Distortion
67,733706.6875,4050728,2655.826171875,733700.6875,4050733,2651.5712890625,8.894044510126308,975.813133486312,Without Distortion
65,733700.3125,4050820.75,2659.90625,733695.6875,4050827,2656.400390625,8.529019577728462,969.3890170650017,Without Distortion
81,733104.875,4050834.5,2502.553466796875,733099.4375,4050839.75,2499.409912109375,8.186015045387055,374.2652296944015,Without Distortion
48,733756.6875,4051041.25,2684.103515625,733750.625,4051043.25,2679.44970703125,7.900116497701876,1025.640528713947,Without Distortion
5,734138,4051822.25,2716.35888671875,734132.5,4051821,2711.438720703125,7.484686608089292,1406.676718764223,Without Distortion
33,734374.6875,4051358.5,2902.73388671875,734376.125,4051351.75,2904.491943359375,7.121774315551263,1643.4951669443788,Without Distortion
73,733731.8125,4050466,2693.9306640625,733736.8125,4050461.5,2695.92724609375,7.016861107896491,1001.0468168333524,Without Distortion
66,733819.25,4050590.25,2745.88720703125,733824.125,4050588.5,2750.001953125,6.615078262275579,1088.384548444606,Without Distortion
71,733717.6875,4050637,2667.256103515625,733712.8125,4050640.5,2664.670166015625,6.534730120969515,986.8520489681998,Without Distortion
55,733895.9375,4050845.75,2799.533447265625,733899.625,4050844.75,2804.177001953125,6.013339869473803,1164.930511000113,Without Distortion
74,733758.25,4050516.75,2709.82275390625,733761.8125,4050514.5,2712.883544921875,5.207912047196142,1027.4458573307372,Without Distortion
37,734160.875,4051178.5,2847.259521484375,734159.3125,4051173.75,2847.660400390625,5.01643400708872,1429.7362540355182,Without Distortion
75,733659.3125,4050379.75,2680.142578125,733656.625,4050376.25,2681.869384765625,4.738619780495856,928.618977341151,Without Distortion
78,733516.0625,4050552.75,2608.07470703125,733512.375,4050551.25,2605.9697265625,4.503176548151202,785.3606204790375,Without Distortion
70,733693.8125,4050605,2654.44873046875,733691.125,4050607.75,2652.364990234375,4.373457398255204,963.0043932536244,Without Distortion
64,733770.375,4050823.75,2718.188720703125,733769.5,4050827.25,2717.36572265625,3.7003987332664656,1039.416880709707,Without Distortion
61,733794.125,4050790,2732.064453125,733796,4050792.5,2733.013916015625,3.2660533952576434,1063.1752918366167,Without Distortion
6,734259.25,4051733.25,2796.248779296875,734261.25,4051731.5,2796.7490234375,2.7042086088594655,1527.9553539684016,Without Distortion
3,734257.5,4051830.25,2802.3154296875,734259.1875,4051828.75,2803.45068359375,2.5271441750829897,1526.1712500798567,Without Distortion
54,733822.625,4050965.75,2755.804443359375,733822.4375,4050967.25,2755.712890625,1.5144431825497908,1091.5826062106526,Without Distortion
50,733072.4375,4051115.75,2404.69921875,733227.3125,4051099,2393.019287109375,156.21539273749457,341.5964244360588,Silhouette
13,733169.625,4051409.25,2387.233642578125,733270.6875,4051457.25,2380.206787109375,112.10265654313774,438.43403948874897,Silhouette
82,733037.6875,4050943.25,2458.19677734375,733080.6875,4050920.25,2461.60400390625,48.88362908835846,307.0582613754371,Silhouette
4,733994,4051875.25,2669.48876953125,734038.5625,4051883,2685.208740234375,47.885241830412724,1262.6374227110762,Silhouette
79,733301.75,4050835.5,2490.09228515625,733343.25,4050820.75,2495.088134765625,44.32573759475969,571.0157355229746,Silhouette
25,733255.0625,4051304.75,2405.763427734375,733291.6875,4051315.25,2411.252197265625,38.49372956686814,523.9847235163594,Silhouette
27,733240.875,4051174,2389.10791015625,733277.25,4051178.25,2397.35986328125,37.540616076154066,509.9396118314832,Silhouette
1,734173.25,4052020.25,2795.574951171875,734192.875,4051998.25,2810.97509765625,33.26116559503301,1441.8384921858717,Silhouette
2,734218.3125,4051963,2817.97265625,734247.125,4051960.5,2832.0302734375,32.15628643423079,1486.9251830539424,Silhouette
43,733366.6875,4051087,2435.339111328125,733392.4375,4051090.5,2445.402587890625,27.86729374237812,635.7713885862762,Silhouette
9,733724.875,4051762.25,2474.5078125,733747.5,4051754,2487.464111328125,27.34627587668334,993.5692013204214,Silhouette
77,733060.75,4050964.25,2441.324462890625,733086.5625,4050958.75,2443.75341796875,26.50348994041255,330.0886063424628,Silhouette
68,733521.0625,4050802.5,2559.13720703125,733543.8125,4050801.5,2566.650390625,23.979375048432647,790.2316854563721,Silhouette
42,733484.5625,4051142.5,2496.261962890625,733506,4051144.5,2506.365966796875,23.783551063445408,753.5560227636425,Silhouette
53,733337.5,4051003.75,2464.668212890625,733359.625,4051005.25,2473.03759765625,23.702578474821593,606.6323695510398,Silhouette
26,733368.3125,4051279,2444.324951171875,733388.1875,4051283.75,2451.593505859375,21.688937554550204,637.2384935839,Silhouette
83,733048.875,4051066.5,2419.319091796875,733069.5625,4051070,2423.614501953125,21.416657177543268,318.10013601569415,Silhouette
47,733620,4051054.5,2584.9462890625,733639.1875,4051056.5,2593.69384765625,21.182066414802158,888.9941246774005,Silhouette
8,733866.0625,4051813.75,2569.939453125,733882.9375,4051807.25,2579.878662109375,20.635006669131,1134.7300072938606,Silhouette
28,733440.5625,4051208.25,2469.84765625,733458.5625,4051210.75,2478.350341796875,20.063540602521705,709.527902023592,Silhouette
15,733102.5,4051352.5,2377.6923828125,733120.3125,4051360,2382.226318359375,19.851743696542545,371.36378070187124,Silhouette
30,733479.625,4051382.25,2474.677001953125,733496.375,4051388,2480.3779296875,18.604450463063028,748.472754095329,Silhouette
52,733614,4050997.25,2582.1611328125,733628.375,4051000.5,2592.613525390625,18.068083340721078,883.0280793197844,Silhouette
29,733618.4375,4051294.25,2538.66796875,733633.25,4051297.75,2544.89892578125,16.44642762958825,887.322601108244,Silhouette
80,733292.4375,4050916.25,2463.89892578125,733307.5625,4050919.25,2469.539306640625,16.418876978612268,561.6590758462546,Silhouette
76,733227.1875,4050798,2509.340087890625,733242.5,4050794,2512.99609375,16.24312270143227,496.5115256148233,Silhouette
36,733905.5625,4051196.5,2669.454833984375,733919.625,4051198.5,2677.15771484375,16.158226381126294,1174.461626266378,Silhouette
17,733170.25,4051332.25,2388.295654296875,733184,4051338,2394.10693359375,15.996748640467162,439.145780858365,Silhouette
63,733426.25,4050927.25,2513.350830078125,733438.9375,4050931,2520.029296875,14.820157725441447,695.3854770340849,Silhouette
40,733599.3125,4051169.75,2562.531005859375,733610.1875,4051173,2571.320068359375,14.355338541076147,868.2530257075932,Silhouette
24,733185.5625,4051284.5,2388.28564453125,733196.875,4051289.5,2395.251220703125,14.194784523063138,454.51433504535225,Silhouette
49,733679.375,4051092,2615.99658203125,733690.125,4051094.75,2624.11181640625,13.74707346896719,948.3333506963513,Silhouette
11,733733.375,4051707.25,2473.664794921875,733743.0625,4051701.25,2480.571044921875,13.32456173059737,1002.0996586318539,Silhouette
48,733740.125,4051040.25,2672.24462890625,733750.875,4051043.25,2679.51708984375,13.321080590082149,1009.0836293370802,Silhouette
18,733372.9375,4051394,2425.207275390625,733384.0625,4051399.5,2429.033935546875,12.98687618141604,641.7893319702808,Silhouette
5,734123.625,4051821,2706.728515625,734134.5625,4051820.5,2713.136962890625,12.68649291988517,1392.3022883373333,Silhouette
81,733089.125,4050843,2495.456787109375,733100.0625,4050838.5,2499.999267578125,12.66937390161705,358.53041549900706,Silhouette
44,734058.875,4051075.75,2760.339111328125,734067.1875,4051077.75,2766.23291015625,10.384340175302793,1327.7970200725983,Silhouette
12,733931.5625,4051663.25,2560.79736328125,733939.0625,4051663.75,2567.424560546875,10.020965202888766,1200.314654181548,Silhouette
67,733694.75,4050729.75,2647.673583984375,733701.75,4050733,2652.410400390625,9.055381254619773,963.8805107045248,Silhouette
16,733360.8125,4051483.75,2414.775146484375,733368.5,4051484,2419.21923828125,8.883136166301385,629.5984911114111,Silhouette
70,733685.375,4050605.5,2649.5693359375,733692.9375,4050607.75,2653.633544921875,8.875342298676399,954.5708833235291,Silhouette
23,734054.9375,4051643.75,2625.603271484375,734060.875,4051645.25,2631.905517578125,8.787616973684454,1323.6956412388633,Silhouette
45,734314.625,4051087,2939.813232421875,734320.1875,4051092,2944.37939453125,8.763061260717738,1583.4993929246004,Silhouette
19,733574.875,4051458,2509.219482421875,733582.25,4051461.25,2512.588134765625,8.735041134021772,843.6745795284922,Silhouette
37,734151.8125,4051171.75,2842.539306640625,734158.75,4051173.75,2847.089111328125,8.534027709375977,1420.676905861994,Silhouette
65,733694.75,4050819.75,2651.859619140625,733695.875,4050826.25,2656.7587890625,8.21690275732923,963.8316517322199,Silhouette
46,734327.75,4050944,2963.57275390625,734333.375,4050947.75,2967.842041015625,7.99561988980689,1596.6627664432128,Silhouette
69,733457.5,4050733,2551.779541015625,733462.9375,4050738.5,2553.52001953125,7.927526203889345,726.7368646621584,Silhouette
62,733635.75,4050916.5,2613.74560546875,733640.125,4050921,2618.177490234375,7.683243297968571,904.8045738691484,Silhouette
72,733503.4375,4050614.5,2590.000244140625,733510.625,4050614,2592.05859375,7.493127475521434,772.7122304985921,Silhouette
64,733763.5625,4050823.5,2713.468994140625,733768.875,4050827.5,2716.877197265625,7.472516630376928,1032.6070634138182,Silhouette
34,734249.5625,4051226.5,2886.068603515625,734255.6875,4051229.25,2888.979248046875,7.317784950877932,1518.4032724552244,Silhouette
35,734296.9375,4051175.5,2923.76171875,734301.875,4051179.25,2926.834716796875,6.919878846200818,1565.7873393879195,Silhouette
41,734012.75,4051430.5,2640.5556640625,734018.5625,4051432.75,2643.106689453125,6.734640806577099,1281.5775461656378,Silhouette
